Unnamed: 0,Title,Poem,Poet,Tags,Birth Year,Death Year,Order
68,An Epiphany,"I have seen the Brown Recluse Spider
run with a net in her hand, or rather,
what resembled a net, what resembled
a hand. She ran down the gleaming white floor
of the bathtub, trailing a frail swirl
of hair, and in it the hull of a beetle
lay woven. The hair was my wife’s,
long and dark, a few loose strands, a curl
she might idly have turned on a finger,
she might idly have twisted, speaking to me,
and the legs of the beetle were broken.",Ted Kooser,"Relationships,Men & Women,Nature,Animals",1939,2025.0,30
71,The China Painters,"They have set aside their black tin boxes,   
scratched and dented,
spattered with drops of pink and blue;   
and their dried-up, rolled-up tubes   
of alizarin crimson, chrome green,   
zinc white, and ultramarine;
their vials half full of gold powder;   
stubs of wax pencils;
frayed brushes with tooth-bitten shafts;   
and have gone in fashion and with grace   
into the clouds of loose, lush roses,   
narcissus, pansies, columbine,   
on teapots, chocolate pots,
saucers and cups, the good Haviland dishes   
spread like a garden
on the white lace Sunday cloth,   
as if their souls were bees
and the world had been nothing but flowers.",Ted Kooser,"Nature,Trees & Flowers",1939,2025.0,30
72,Depression Glass,"It seemed those rose-pink dishes   
she kept for special company   
were always cold, brought down   
from the shelf in jingling stacks,   
the plates like the panes of ice   
she broke from the water bucket   
winter mornings, the flaring cups   
like tulips that opened too early
and got bitten by frost. They chilled   
the coffee no matter how quickly   
you drank, while a heavy
everyday mug would have kept   
a splash hot for the better
part of a conversation. It was hard   
to hold up your end of the gossip   
with your coffee cold, but it was   
a special occasion, just the same,   
to sit at her kitchen table
and sip the bitter percolation
of the past week’s rumors from cups   
it had taken a year to collect   
at the grocery, with one piece free   
for each five pounds of flour.",Ted Kooser,"Living,Activities,Eating & Drinking,Indoor Activities,Relationships,Family & Ancestors,Home Life,Philosophy,Social Commentaries,History & Politics,Money & Economics",1939,2025.0,30
60,The Ballad of Nat Turner,"Then fled, O brethren, the wicked juba
       and wandered wandered far
from curfew joys in the Dismal’s night.   
       Fool of St. Elmo’s fire
In scary night I wandered, praying,
       Lord God my harshener,   
speak to me now or let me die;
       speak, Lord, to this mourner.
And came at length to livid trees   
       where Ibo warriors
hung shadowless, turning in wind   
       that moaned like Africa,
Their belltongue bodies dead, their eyes   
       alive with the anger deep
in my own heart. Is this the sign,   
       the sign forepromised me?
The spirits vanished. Afraid and lonely   
       I wandered on in blackness.   
Speak to me now or let me die.
       Die, whispered the blackness.
And wild things gasped and scuffled in   
       the night; seething shapes
of evil frolicked upon the air.
       I reeled with fear, I prayed.
Sudden brightness clove the preying
       darkness, brightness that was   
itself a golden darkness, brightness
       so bright that it was darkness.
And there were angels, their faces hidden   
       from me, angels at war
with one another, angels in dazzling   
       combat. And oh the splendor,
The fearful splendor of that warring.
       Hide me, I cried to rock and bramble.   
Hide me, the rock, the bramble cried. . . .   
       How tell you of that holy battle?
The shock of wing on wing and sword   
       on sword was the tumult of   
a taken city burning. I cannot
       say how long they strove,
For the wheel in a turning wheel which is time   
       in eternity had ceased
its whirling, and owl and moccasin,
       panther and nameless beast
And I were held like creatures fixed   
       in flaming, in fiery amber.
But I saw I saw oh many of   
       those mighty beings waver,
Waver and fall, go streaking down
       into swamp water, and the water   
hissed and steamed and bubbled and locked   
       shuddering shuddering over
The fallen and soon was motionless.   
       Then that massive light
began a-folding slowly in
       upon itself, and I
Beheld the conqueror faces and, lo,   
       they were like mine, I saw
they were like mine and in joy and terror   
       wept, praising praising Jehovah.
Oh praised my honer, harshener
       till a sleep came over me,
a sleep heavy as death. And when
       I awoke at last free
And purified, I rose and prayed
       and returned after a time
to the blazing fields, to the humbleness.   
       And bided my time.",Robert Hayden,"Religion,Social Commentaries,Crime & Punishment,History & Politics,Race & Ethnicity,War & Conflict,Kwanzaa",1913,1980.0,12
61,Middle Passage,"IJesús, Estrella, Esperanza, Mercy:
       Sails flashing to the wind like weapons,
       sharks following the moans the fever and the dying;   
       horror the corposant and compass rose.
Middle Passage:
               voyage through death
                               to life upon these shores.
       “10 April 1800—
       Blacks rebellious. Crew uneasy. Our linguist says   
       their moaning is a prayer for death,
       ours and their own. Some try to starve themselves.   
       Lost three this morning leaped with crazy laughter   
       to the waiting sharks, sang as they went under.”Desire, Adventure, Tartar, Ann:
       Standing to America, bringing home   
       black gold, black ivory, black seed.
               Deep in the festering hold thy father lies,   
               of his bones New England pews are made,   
               those are altar lights that were his eyes.",Robert Hayden,"Living,Death,Activities,Travels & Journeys,Nature,Seas, Rivers, & Streams,Social Commentaries,Crime & Punishment,History & Politics,Race & Ethnicity,War & Conflict,Kwanzaa",1913,1980.0,12
123,The Cap and Bells,"The jester walked in the garden:
The garden had fallen still;
He bade his soul rise upward
And stand on her window-sill.
It rose in a straight blue garment,
When owls began to call:
It had grown wise-tongued by thinking
Of a quiet and light footfall;
But the young queen would not listen;
She rose in her pale night-gown;
She drew in the heavy casement
And pushed the latches down.
He bade his heart go to her,
When the owls called out no more;
In a red and quivering garment
It sang to her through the door.
It had grown sweet-tongued by dreaming
Of a flutter of flower-like hair;
But she took up her fan from the table
And waved it off on the air.
'I have cap and bells,’ he pondered,
'I will send them to her and die’;
And when the morning whitened
He left them where she went by.
She laid them upon her bosom,
Under a cloud of her hair,
And her red lips sang them a love-song
Till stars grew out of the air.
She opened her door and her window,
And the heart and the soul came through,
To her right hand came the red one,
To her left hand came the blue.
They set up a noise like crickets,
A chattering wise and sweet,
And her hair was a folded flower
And the quiet of love in her feet.",William Butler Yeats,"Love,Heartache & Loss,Infatuation & Crushes,Unrequited Love,Relationships",1865,1939.0,4
124,Adam's Curse,"We sat together at one summer’s end,
That beautiful mild woman, your close friend,   
And you and I, and talked of poetry.
I said, ‘A line will take us hours maybe;
Yet if it does not seem a moment’s thought,   
Our stitching and unstitching has been naught.   
Better go down upon your marrow-bones   
And scrub a kitchen pavement, or break stones   
Like an old pauper, in all kinds of weather;   
For to articulate sweet sounds together
Is to work harder than all these, and yet   
Be thought an idler by the noisy set
Of bankers, schoolmasters, and clergymen   
The martyrs call the world.’
                                          And thereupon
That beautiful mild woman for whose sake   
There’s many a one shall find out all heartache   
On finding that her voice is sweet and low   
Replied, ‘To be born woman is to know—
Although they do not talk of it at school—
That we must labour to be beautiful.’
I said, ‘It’s certain there is no fine thing   
Since Adam’s fall but needs much labouring.
There have been lovers who thought love should be   
So much compounded of high courtesy   
That they would sigh and quote with learned looks   
Precedents out of beautiful old books;   
Yet now it seems an idle trade enough.’
We sat grown quiet at the name of love;   
We saw the last embers of daylight die,   
And in the trembling blue-green of the sky   
A moon, worn as if it had been a shell   
Washed by time’s waters as they rose and fell   
About the stars and broke in days and years.
I had a thought for no one’s but your ears:   
That you were beautiful, and that I strove   
To love you in the old high way of love;
That it had all seemed happy, and yet we’d grown   
As weary-hearted as that hollow moon.",William Butler Yeats,"Love,Classic Love,Heartache & Loss,Infatuation & Crushes,Realistic & Complicated,Romantic Love,Relationships,Arts & Sciences,Poetry & Poets",1865,1939.0,4
125,The Fascination of What’s Difficult,"The fascination of what's difficult
Has dried the sap out of my veins, and rent
Spontaneous joy and natural content
Out of my heart. There's something ails our colt
That must, as if it had not holy blood
Nor on Olympus leaped from cloud to cloud,
Shiver under the lash, strain, sweat and jolt
As though it dragged road metal. My curse on plays
That have to be set up in fifty ways,
On the day's war with every knave and dolt,
Theatre business, management of men.
I swear before the dawn comes round again
I'll find the stable and pull out the bolt.",William Butler Yeats,,1865,1939.0,4
126,"Easter, 1916","I have met them at close of day   
Coming with vivid faces
From counter or desk among grey   
Eighteenth-century houses.
I have passed with a nod of the head   
Or polite meaningless words,   
Or have lingered awhile and said   
Polite meaningless words,
And thought before I had done   
Of a mocking tale or a gibe   
To please a companion
Around the fire at the club,   
Being certain that they and I   
But lived where motley is worn:   
All changed, changed utterly:   
A terrible beauty is born.
That woman's days were spent   
In ignorant good-will,
Her nights in argument
Until her voice grew shrill.
What voice more sweet than hers   
When, young and beautiful,   
She rode to harriers?
This man had kept a school   
And rode our wingèd horse;   
This other his helper and friend   
Was coming into his force;
He might have won fame in the end,   
So sensitive his nature seemed,   
So daring and sweet his thought.
This other man I had dreamed
A drunken, vainglorious lout.
He had done most bitter wrong
To some who are near my heart,   
Yet I number him in the song;
He, too, has resigned his part
In the casual comedy;
He, too, has been changed in his turn,   
Transformed utterly:
A terrible beauty is born.
Hearts with one purpose alone   
Through summer and winter seem   
Enchanted to a stone
To trouble the living stream.
The horse that comes from the road,   
The rider, the birds that range   
From cloud to tumbling cloud,   
Minute by minute they change;   
A shadow of cloud on the stream   
Changes minute by minute;   
A horse-hoof slides on the brim,   
And a horse plashes within it;   
The long-legged moor-hens dive,   
And hens to moor-cocks call;   
Minute by minute they live:   
The stone's in the midst of all.
Too long a sacrifice
Can make a stone of the heart.   
O when may it suffice?
That is Heaven's part, our part   
To murmur name upon name,   
As a mother names her child   
When sleep at last has come   
On limbs that had run wild.   
What is it but nightfall?
No, no, not night but death;   
Was it needless death after all?
For England may keep faith   
For all that is done and said.   
We know their dream; enough
To know they dreamed and are dead;   
And what if excess of love   
Bewildered them till they died?   
I write it out in a verse—
MacDonagh and MacBride   
And Connolly and Pearse
Now and in time to be,
Wherever green is worn,
Are changed, changed utterly:   
A terrible beauty is born.",William Butler Yeats,"Social Commentaries,History & Politics,War & Conflict,Easter",1865,1939.0,4
130,The Sundays of Satin-Legs Smith,"Inamoratas, with an approbation,
Bestowed his title. Blessed his inclination.
He wakes, unwinds, elaborately: a cat
Tawny, reluctant, royal. He is fat
And fine this morning. Definite. Reimbursed.
He waits a moment, he designs his reign,
That no performance may be plain or vain.
Then rises in a clear delirium.
He sheds, with his pajamas, shabby days.
And his desertedness, his intricate fear, the
Postponed resentments and the prim precautions.
Now, at his bath, would you deny him lavender
Or take away the power of his pine?
What smelly substitute, heady as wine,
Would you provide? life must be aromatic.
There must be scent, somehow there must be some.
Would you have flowers in his life? suggest
Asters? a Really Good geranium?
A white carnation? would you prescribe a Show
With the cold lilies, formal chrysanthemum
Magnificence, poinsettias, and emphatic
Red of prize roses? might his happiest
Alternative (you muse) be, after all,
A bit of gentle garden in the best
Of taste and straight tradition? Maybe so.
But you forget, or did you ever know,
His heritage of cabbage and pigtails,
Old intimacy with alleys, garbage pails,
Down in the deep (but always beautiful) South
Where roses blush their blithest (it is said)
And sweet magnolias put Chanel to shame.
No! He has not a flower to his name.
Except a feather one, for his lapel.
Apart from that, if he should think of flowers
It is in terms of dandelions or death.
Ah, there is little hope. You might as well—
Unless you care to set the world a-boil
And do a lot of equalizing things,
Remove a little ermine, say, from kings,
Shake hands with paupers and appoint them men,
For instance—certainly you might as well
Leave him his lotion, lavender and oil.
Let us proceed. Let us inspect, together
With his meticulous and serious love,
The innards of this closet. Which is a vault
Whose glory is not diamonds, not pearls,
Not silver plate with just enough dull shine.
But wonder-suits in yellow and in wine,
Sarcastic green and zebra-striped cobalt.
With shoulder padding that is wide
And cocky and determined as his pride;
Ballooning pants that taper off to ends
Scheduled to choke precisely.
                                           Here are hats
Like bright umbrellas; and hysterical ties
Like narrow banners for some gathering war.
People are so in need, in need of help.
People want so much that they do not know.
Below the tinkling trade of little coins
The gold impulse not possible to show
Or spend. Promise piled over and betrayed.
These kneaded limbs receive the kiss of silk.
Then they receive the brave and beautiful
Embrace of some of that equivocal wool.
He looks into his mirror, loves himself—
The neat curve here; the angularity
That is appropriate at just its place;
The technique of a variegated grace.
Here is all his sculpture and his art
And all his architectural design.
Perhaps you would prefer to this a fine
Value of marble, complicated stone.
Would have him think with horror of baroque,
Rococo. You forget and you forget.
He dances down the hotel steps that keep
Remnants of last night’s high life and distress.
As spat-out purchased kisses and spilled beer.
He swallows sunshine with a secret yelp.
Passes to coffee and a roll or two.
Has breakfasted.
                        Out. Sounds about him smear,
Become a unit. He hears and does not hear
The alarm clock meddling in somebody’s sleep;
Children’s governed Sunday happiness;
The dry tone of a plane; a woman’s oath;
Consumption’s spiritless expectoration;
An indignant robin’s resolute donation
Pinching a track through apathy and din;
Restaurant vendors weeping; and the L
That comes on like a slightly horrible thought.
Pictures, too, as usual, are blurred.
He sees and does not see the broken windows
Hiding their shame with newsprint; little girl
With ribbons decking wornness, little boy
Wearing the trousers with the decentest patch,
To honor Sunday; women on their way
From “service,” temperate holiness arranged
Ably on asking faces; men estranged
From music and from wonder and from joy
But far familiar with the guiding awe
Of foodlessness.
                        He loiters.
                                        Restaurant vendors
Weep, or out of them rolls a restless glee.
The Lonesome Blues, the Long-lost Blues, I Want A
Big Fat Mama. Down these sore avenues
Comes no Saint-Saëns, no piquant elusive Grieg,
And not Tschaikovsky’s wayward eloquence
And not the shapely tender drift of Brahms.
But could he love them? Since a man must bring
To music what his mother spanked him for
When he was two: bits of forgotten hate,
Devotion: whether or not his mattress hurts:
The little dream his father humored: the thing
His sister did for money: what he ate
For breakfast—and for dinner twenty years
Ago last autumn: all his skipped desserts.
The pasts of his ancestors lean against
Him. Crowd him. Fog out his identity.
Hundreds of hungers mingle with his own,
Hundreds of voices advise so dexterously
He quite considers his reactions his,
Judges he walks most powerfully alone,
That everything is—simply what it is.
But movie-time approaches, time to boo
The hero’s kiss, and boo the heroine
Whose ivory and yellow it is sin
For his eye to eat of. The Mickey Mouse,
However, is for everyone in the house.
Squires his lady to dinner at Joe’s Eats.
His lady alters as to leg and eye,
Thickness and height, such minor points as these,
From Sunday to Sunday. But no matter what
Her name or body positively she’s
In Queen Lace stockings with ambitious heels
That strain to kiss the calves, and vivid shoes
Frontless and backless, Chinese fingernails,
Earrings, three layers of lipstick, intense hat
Dripping with the most voluble of veils.
Her affable extremes are like sweet bombs
About him, whom no middle grace or good
Could gratify. He had no education
In quiet arts of compromise. He would
Not understand your counsels on control, nor
Thank you for your late trouble.
                                                At Joe’s Eats
You get your fish or chicken on meat platters.
With coleslaw, macaroni, candied sweets,
Coffee and apple pie. You go out full.
(The end is—isn’t it?—all that really matters.)
                      And even and intrepid come
                      The tender boots of night to home.
                      Her body is like new brown bread
                      Under the Woolworth mignonette.
                      Her body is a honey bowl
                      Whose waiting honey is deep and hot,
                      Her body is like summer earth,
                      Receptive, soft, and absolute ...",Gwendolyn Brooks,"Love,Desire,Activities,Eating & Drinking,Relationships,Nature,Trees & Flowers",1917,2000.0,13
131,The Ballad of Rudolph Reed,"Rudolph Reed was oaken.
His wife was oaken too.
And his two good girls and his good little man
Oakened as they grew.
“I am not hungry for berries.
I am not hungry for bread.
But hungry hungry for a house
Where at night a man in bed
”May never hear the plaster
Stir as if in pain.
May never hear the roaches
Falling like fat rain.
“Where never wife and children need
Go blinking through the gloom.
Where every room of many rooms
Will be full of room.
”Oh my home may have its east or west
Or north or south behind it.
All I know is I shall know it,
And fight for it when I find it.“
It was in a street of bitter white
That he made his application.
For Rudolph Reed was oakener
Than others in the nation.
The agent’s steep and steady stare
Corroded to a grin.Why, you black old, tough old hell of a man,
Move your family in!",Gwendolyn Brooks,"Living,Death,Relationships,Family & Ancestors,Social Commentaries,History & Politics,War & Conflict,Kwanzaa",1917,2000.0,13
132,Boy Breaking Glass,"To Marc Crawford
from whom the commission



Whose broken window is a cry of art   
(success, that winks aware
as elegance, as a treasonable faith)
is raw: is sonic: is old-eyed première.
Our beautiful flaw and terrible ornament.   
Our barbarous and metal little man.
“I shall create! If not a note, a hole.   
If not an overture, a desecration.”
Full of pepper and light
and Salt and night and cargoes.
“Don’t go down the plank
if you see there’s no extension.   
Each to his grief, each to
his loneliness and fidgety revenge.
Nobody knew where I was and now I am no longer there.”
The only sanity is a cup of tea.   
The music is in minors.
Each one other
is having different weather.
“It was you, it was you who threw away my name!   
And this is everything I have for me.”
Who has not Congress, lobster, love, luau,   
the Regency Room, the Statue of Liberty,   
runs. A sloppy amalgamation.
A mistake.
A cliff.
A hymn, a snare, and an exceeding sun.",Gwendolyn Brooks,"Social Commentaries,Crime & Punishment",1917,2000.0,13
133,The Blackstone Rangers,"I
AS SEEN BY DISCIPLINES
There they are.
Thirty at the corner.   
Black, raw, ready.
Sores in the city
that do not want to heal.II
THE LEADERS
Jeff. Gene. Geronimo. And Bop.
They cancel, cure and curry.
Hardly the dupes of the downtown thing   
the cold bonbon,
the rhinestone thing. And hardly
in a hurry.
Hardly Belafonte, King,
Black Jesus, Stokely, Malcolm X or Rap.   
Bungled trophies.
Their country is a Nation on no map.
Jeff, Gene, Geronimo and Bop
in the passionate noon,
in bewitching night
are the detailed men, the copious men.
They curry, cure,
they cancel, cancelled images whose Concerts   
are not divine, vivacious; the different tins   
are intense last entries; pagan argument;
translations of the night.
The Blackstone bitter bureaus
(bureaucracy is footloose) edit, fuse
unfashionable damnations and descent;
and exulting, monstrous hand on monstrous hand,   
construct, strangely, a monstrous pearl or grace.III
GANG GIRLSA Rangerette
Gang Girls are sweet exotics.
Mary Ann
uses the nutrients of her orient,
but sometimes sighs for Cities of blue and jewel   
beyond her Ranger rim of Cottage Grove.   
(Bowery Boys, Disciples, Whip-Birds will   
dissolve no margins, stop no savory sanctities.)
Mary is
a rose in a whiskey glass.
Mary’s
Februaries shudder and are gone. Aprils   
fret frankly, lilac hurries on.
Summer is a hard irregular ridge.
October looks away.
And that’s the Year!
                     Save for her bugle-love.   
Save for the bleat of not-obese devotion.
Save for Somebody Terribly Dying, under
the philanthropy of robins. Save for her Ranger   
bringing
an amount of rainbow in a string-drawn bag.   
“Where did you get the diamond?” Do not ask:   
but swallow, straight, the spirals of his flask   
and assist him at your zipper; pet his lips
and help him clutch you.
Love’s another departure.
Will there be any arrivals, confirmations?   
Will there be gleaning?
Mary, the Shakedancer’s child
from the rooming-flat, pants carefully, peers at   
her laboring lover ....
                     Mary! Mary Ann!
Settle for sandwiches! settle for stocking caps!   
for sudden blood, aborted carnival,
the props and niceties of non-loneliness—
the rhymes of Leaning.",Gwendolyn Brooks,"Living,Philosophy,Social Commentaries,Cities & Urban Life,Crime & Punishment,History & Politics,Race & Ethnicity",1917,2000.0,13
138,The Bistro Styx,"She was thinner, with a mannered gauntness   
as she paused just inside the double
glass doors to survey the room, silvery cape   
billowing dramatically behind her. What’s this,
I thought, lifting a hand until
she nodded and started across the parquet;   
that’s when I saw she was dressed all in gray,   
from a kittenish cashmere skirt and cowl
down to the graphite signature of her shoes.   
“Sorry I’m late,” she panted, though   
she wasn’t, sliding into the chair, her cape
tossed off in a shudder of brushed steel.   
We kissed. Then I leaned back to peruse
my blighted child, this wary aristocratic mole.
“How’s business?” I asked, and hazarded   
a motherly smile to keep from crying out:   
Are you content to conduct your life   
as a cliché and, what’s worse,
an anachronism, the brooding artist’s demimonde?   
Near the rue Princesse they had opened
a gallery cum souvenir shop which featured
fuzzy off-color Monets next to his acrylics, no doubt,
plus bearded African drums and the occasional miniature   
gargoyle from Notre Dame the Great Artist had   
carved at breakfast with a pocket knife.
“Tourists love us. The Parisians, of course”—
she blushed—“are amused, though not without   
a certain admiration ...”
                                     The Chateaubriand
arrived on a bone-white plate, smug and absolute   
in its fragrant crust, a black plug steaming
like the heart plucked from the chest of a worthy enemy;   
one touch with her fork sent pink juices streaming.
“Admiration for what?” Wine, a bloody
Pinot Noir, brought color to her cheeks. “Why,   
the aplomb with which we’ve managed
to support our Art”—meaning he’d convinced
her to pose nude for his appalling canvases,   
faintly futuristic landscapes strewn   
with carwrecks and bodies being chewed
by rabid cocker spaniels. “I’d like to come by
the studio,” I ventured, “and see the new stuff.”   
“Yes, if you wish ...” A delicate rebuff
before the warning: “He dresses all
in black now. Me, he drapes in blues and carmine—
and even though I think it’s kinda cute,
in company I tend toward more muted shades.”
She paused and had the grace
to drop her eyes. She did look ravishing,   
spookily insubstantial, a lipstick ghost on tissue,   
or as if one stood on a fifth-floor terrace
peering through a fringe of rain at Paris’   
dreaming chimney pots, each sooty issue   
wobbling skyward in an ecstatic oracular spiral.
“And he never thinks of food. I wish
I didn’t have to plead with him to eat ....” Fruit   
and cheese appeared, arrayed on leaf-green dishes.
I stuck with café crème. “This Camembert’s
so ripe,” she joked, “it’s practically grown hair,”   
mucking a golden glob complete with parsley sprig   
onto a heel of bread. Nothing seemed to fill
her up: She swallowed, sliced into a pear,
speared each tear-shaped lavaliere
and popped the dripping mess into her pretty mouth.   
Nowhere the bright tufted fields, weighted
vines and sun poured down out of the south.   
“But are you happy?” Fearing, I whispered it   
quickly. “What? You know, Mother”—
she bit into the starry rose of a fig—
“one really should try the fruit here.”I’ve lost her, I thought, and called for the bill.",Rita Dove,"Living,Parenthood,Activities,Eating & Drinking,Arts & Sciences,Painting & Sculpture,Mythology & Folklore,Heroes & Patriotism",1952,2025.0,36
139,"Meditation at Fifty Yards, Moving Target","Safety First.
Never point your weapon, keep your finger   
off the trigger. Assume a loaded barrel,
even when it isn’t, especially when you know it isn’t.   
Glocks are lightweight but sensitive;
the Keltec has a long pull and a kick.
Rifles have penetrating power, viz.:
if the projectile doesn’t lodge in its mark,
it will travel some distance
until it finds shelter; it will certainly
pierce your ordinary drywall partition.
You could wound the burglar and kill your child   
sleeping in the next room, all with one shot.Open Air.
Fear, of course. Then the sudden   
pleasure of heft—as if the hand   
had always yearned for this solemn   
fit, this gravitas, and now had found   
its true repose.
Don’t pull the trigger, squeeze it—
squeeze between heartbeats.   
Look down the sights. Don’t   
hold your breath. Don’t hold   
anything, just stop breathing.
Level the scene with your eyes. Listen.
Soft, now: squeeze.Gender Politics.
Guys like noise: rapid fire,
thunk-and-slide of a blunt-nose silver Mossberg,
or double-handed Colts, slugging it out from the hips.   
Rambo or cowboy, they’ll whoop it up.
Women are fewer, more elegant.
They prefer precision:
tin cans swing-dancing in the trees,
the paper bull’s-eye’s tidy rupture at fifty yards.
            (Question: If you were being pursued,
                how would you prefer to go down—
                   ripped through a blanket of fire
                or plucked by one incandescent   
            fingertip?)The Bullet.
dark dark no wind no heaven
i am not anything   not borne on air   i bear   
myself   i can slice the air   no wind
can hold me   let me   let me
go   i can see   yes
o aperture o light   let me   off
go off   straight is my verb   straight   
my glory road   yes   now i can   feel
it the light i am flame   velocity o
beautiful body i am coming i am yours   
before you know it
i am home",Rita Dove,"Activities,Sports & Outdoor Activities,Social Commentaries,Gender & Sexuality",1952,2025.0,36
140,There Came a Soul,"After IVAN ALBRIGHT’s Into the World There Came a Soul Called Ida



She arrived as near to virginal
as girls got in those days—i.e., young,
the requisite dewy cheek
flushed at its own daring.
He had hoped for a little more edge.
But she held the newspaper rolled like a scepter,
his advertisement turned up to prove
she was there solely at his bidding—and yet
the gold band, the photographs ... a mother, then.
He placed her in the old garden chair,
the same one he went to evenings
when the first tug on the cord sent the bulb
swinging like the lamps in the medic’s tent
over the wounded, swaddled shapes that moaned
each time the Screaming Meemies let loose,
their calculated shrieks so far away
he thought of crickets—while all around him
matted gauze and ether pricked up
an itch so bad he could hardly sketch
each clean curve of tissue opening.I shut my eyes, walk straight to it.
Nothing special but it’s there, wicker
fraying under my calming fingers.",Rita Dove,"Living,Parenthood,Arts & Sciences,Photography & Film,Social Commentaries,Money & Economics",1952,2025.0,36
141,Banneker,"What did he do except lie
under a pear tree, wrapped in
a great cloak, and meditate
on the heavenly bodies?Venerable, the good people of Baltimore
whispered, shocked and more than
a little afraid. After all it was said
he took to strong drink.
Why else would he stay out
under the stars all night
and why hadn’t he married?
But who would want him! Neither
Ethiopian nor English, neither
lucky nor crazy, a capacious bird
humming as he penned in his mind
another enflamed letter
to President Jefferson—he imagined
the reply, polite and rhetorical.
Those who had been to Philadelphia
reported the statue
of Benjamin Franklin
before the library
his very size and likeness.
A wife? No, thank you.
At dawn he milked
the cows, then went inside
and put on a pot to stew
while he slept. The clock
he whittled as a boy
still ran. Neighbors
woke him up
with warm bread and quilts.
At nightfall he took out
his rifle—a white-maned
figure stalking the darkened
breast of the Union—and
shot at the stars, and by chance
one went out. Had he killed?I assure thee, my dear Sir! 
Lowering his eyes to fields
sweet with the rot of spring, he could see
a government’s domed city
rising from the morass and spreading
in a spiral of lights....",Rita Dove,"Nature,Stars, Planets, Heavens,Social Commentaries,History & Politics,Heroes & Patriotism,Independence Day,Kwanzaa",1952,2025.0,36
142,Adolescence-II,"Although it is night, I sit in the bathroom, waiting.
Sweat prickles behind my knees, the baby-breasts are alert.
Venetian blinds slice up the moon; the tiles quiver in pale strips.
Then they come, the three seal men with eyes as round
As dinner plates and eyelashes like sharpened tines.
They bring the scent of licorice. One sits in the washbowl,
One on the bathtub edge; one leans against the door.
“Can you feel it yet?” they whisper.
I don’t know what to say, again. They chuckle,
Patting their sleek bodies with their hands.
“Well, maybe next time.” And they rise,
Glittering like pools of ink under moonlight,
And vanish. I clutch at the ragged holes
They leave behind, here at the edge of darkness.
Night rests like a ball of fur on my tongue.",Rita Dove,"Living,Coming of Age,Philosophy",1952,2025.0,36
143,“Teach Us to Number Our Days”,"In the old neighborhood, each funeral parlor
is more elaborate than the last.
The alleys smell of cops, pistols bumping their thighs,
each chamber steeled with a slim blue bullet.
Low-rent balconies stacked to the sky.
A boy plays tic-tac-toe on a moon
crossed by TV antennae, dreams
he has swallowed a blue bean.
It takes root in his gut, sprouts
and twines upward, the vines curling
around the sockets and locking them shut.
And this sky, knotting like a dark tie?
The patroller, disinterested, holds all the beans.
August. The mums nod past, each a prickly heart on a sleeve.",Rita Dove,"Nature,Trees & Flowers,Social Commentaries,Money & Economics",1952,2025.0,36
144,The Secret Garden,"I was ill, lying on my bed of old papers,
when you came with white rabbits in your arms;
and the doves scattered upwards, flying to mothers,
and the snails sighed under their baggage of stone . . .
Now your tongue grows like celery between us:
Because of our love-cries, cabbage darkens in its nest;
the cauliflower thinks of her pale, plump children
and turns greenish-white in a light like the ocean’s.
I was sick, fainting in the smell of teabags,
when you came with tomatoes, a good poetry.
I am being wooed. I am being conquered
by a cliff of limestone that leaves chalk on my breasts.",Rita Dove,"Living,Health & Illness,Love,Desire,Romantic Love,Activities,Gardening,Relationships,Pets,Nature,Trees & Flowers,Get Well & Recovery",1952,2025.0,36
145,Canary,"for Michael S. Harper



Billie Holiday’s burned voice
had as many shadows as lights,
a mournful candelabra against a sleek piano,
the gardenia her signature under that ruined face.
(Now you’re cooking, drummer to bass,   
magic spoon, magic needle.
Take all day if you have to
with your mirror and your bracelet of song.)
Fact is, the invention of women under siege   
has been to sharpen love in the service of myth.
If you can’t be free, be a mystery.",Rita Dove,"Love,Relationships,Arts & Sciences,Music",1952,2025.0,36
146,Wingfoot Lake,"(Independence Day, 1964)



On her 36th birthday, Thomas had shown her
her first swimming pool. It had been
his favorite color, exactly—just
so much of it, the swimmers’ white arms jutting
into the chevrons of high society.
She had rolled up her window
and told him to drive on, fast.
Now this act of mercy: four daughters
dragging her to their husbands’ company picnic,
white families on one side and them
on the other, unpacking the same
squeeze bottles of Heinz, the same
waxy beef patties and Salem potato chip bags.
So he was dead for the first time
on Fourth of July—ten years ago
had been harder, waiting for something to happen,
and ten years before that, the girls
like young horses eyeing the track.
Last August she stood alone for hours
in front of the T.V. set
as a crow’s wing moved slowly through
the white streets of government.
That brave swimming
scared her, like Joanna sayingMother, we’re Afro-Americans now!
What did she know about Africa?
Were there lakes like this one
with a rowboat pushed under the pier?
Or Thomas’ Great Mississippi
with its sullen silks? (There was
the Nile but the Nile belonged
to God.) Where she came from
was the past, 12 miles into town
where nobody had locked their back door,
and Goodyear hadn’t begun to dream of a park
under the company symbol, a white foot
sprouting two small wings.",Rita Dove,"Living,Growing Old,Parenthood,Activities,Jobs & Working,Social Commentaries,History & Politics,Independence Day",1952,2025.0,36
147,The Great Palaces of Versailles,"Nothing nastier than a white person! 
She mutters as she irons alterations
in the backroom of Charlotte’s Dress Shoppe.   
The steam rising from a cranberry wool   
comes alive with perspiration
and stale Evening of Paris.Swamp she born from, swamp
she swallow, swamp she got to sink again.",Rita Dove,"Activities,Indoor Activities,Jobs & Working,Social Commentaries,History & Politics",1952,2025.0,36
